Density in g * cm-3

Salt,Composition range,Data type,T min (K),T max (K),Uncertainty,Data 1,Data 2,Data 3,Data 4,Data 5,Comment,Formatting comment
KPO3-WO3,50-50,P1,1070,1210,,4.6981,-9.749E-4,,,,,
KPO3-WO3,55-45,P1,1070,1210,,4.8299,-0.0012197,,,,,
KPO3-WO3,60-40,P1,1070,1210,,4.4975,-0.0010766,,,,,
KPO3-WO3,65-35,P1,1070,1210,,4.2282,-9.913E-4,,,,,
KPO3-WO3,70-30,P1,1070,1210,,3.773,-7.609E-4,,,,,
KPO3-WO3,75-25,P1,1070,1210,,3.5101,-6.261E-4,,,,,
KPO3-WO3,80-20,P1,1070,1210,,3.4029,-6.931E-4,,,,,
KPO3-WO3,85-15,P1,1070,1210,,3.1401,-5.638E-4,,,,,
KPO3-WO3,90-10,P1,1070,1210,,2.9043,-5.149E-4,,,,,
KPO3-WO3,95-5,P1,1070,1210,,2.8752,-5.677E-4,,,,,
KPO3-WO3,100-0,P1,1120,1220,,2.5597,-4.45E-4,,,,"For 100% KPO3, the departures from the recommended data set are: 1120 K, -0.8%, 1220 K, -1.5%.",
KPO3-Zn(PO3)2,0-100,P1,1190,1410,,2.8817,-7.67E-5,,,,"For 100% Zn(PO3)2, the results have been advanced as the recommended data set.",
KPO3-Zn(PO3)2,12.2-87.8,P1,1170,1370,,2.9028,-1.525E-4,,,,,
KPO3-Zn(PO3)2,28.3-71.7,P1,1090,1370,,2.903,-2.307E-4,,,,,
KPO3-Zn(PO3)2,47.7-52.3,P1,1090,1370,,2.852,-2.895E-4,,,,,
KPO3-Zn(PO3)2,75.7-24.3,P1,1050,1350,,2.7106,-3.696E-4,,,,,
KPO3-Zn(PO3)2,86-14,P1,1090,1370,,2.6382,-3.808E-4,,,,,
KPO3-Zn(PO3)2,100-0,P1,1152,1347,,2.5292,-3.963E-4,,,,"For 100% KPO3, the departures from the recommended data set are: 1150 K, -0.1%, 1350 K, +0.1%.",
KPO3-ZnO,74.2-25.8,P1,1140,1350,,2.894,-3.582E-4,,,,,
KPO3-ZnO,77.9-22.1,P1,1080,1380,,2.8343,-3.593E-4,,,,,
KPO3-ZnO,90.4-9.6,P1,1110,1320,,2.6613,-4.E-4,,,,,
KSCN,100,P1,472,557,1%,1.8765,-5.694E-4,,,,,
KSCN-NaSCN,0-100,P1,573,620,,1.7103,-3.82E-4,,,,"For 100% NaSCN, the departures relative to the recommended data set are: 600 K, -1.8%; 620 K, -3.0%",
KSCN-NaSCN,30.4-69.6,P1,497,545,,1.8902,-6.5E-4,,,,,
KSCN-NaSCN,40.2-59.8,P1,502,535,,1.9635,-7.84E-4,,,,,
KSCN-NaSCN,47.2-52.8,P1,472,515,,1.9082,-6.7E-4,,,,,
KSCN-NaSCN,59.6-40.4,P1,462,538,,1.9228,-6.97E-4,,,,,
KSCN-NaSCN,88.5-11.5,P1,478,558,,1.8902,-6.13E-4,,,,,
KSCN-NaSCN,100-0,P1,472,557,,1.8765,-5.69E-4,,,,"For 100% KSCN, the departures relative to the recommended data set are: 480 K,-0.04%; 550 K, -0.06%",
KVO3,100,P1,823,1273,2%,2.515,-2.22E-4,,,,,
KVO3-V2O5,0-100,P1,973,1250,,2.69,-2.67E-4,,,,"For 100% V2O5, the departures from the recommended data set are: 980 K, +0.6%,1250 K, +2.7%.",
KVO3-V2O5,19.0-81.0,P1,950,1275,,2.689,-2.6E-4,,,,,
KVO3-V2O5,36.0-64.0,P1,950,1150,,2.676,-2.56E-4,,,,,
KVO3-V2O5,51.7-48.3,P1,895,1250,,2.682,-2.67E-4,,,,,
KVO3-V2O5,65.8-34.2,P1,850,1275,,2.691,-2.83E-4,,,,,
KVO3-V2O5,80.6-19.4,P1,740,1260,,2.694,-3.02E-4,,,,,
KVO3-V2O5,89.0-11.0,P1,750,1250,,2.658,-2.93E-4,,,,,
KVO3-V2O5,100-0,P1,823,1273,,2.515,-2.22E-4,,,,"For 100% KVO3, the results have been advanced as the recommended data set.",
K2B4O7,100,DP,,,2%,1.997,1123K,,,,,
K2B4O7-NiO,100-81.7 K2B4O7,I1,1123,,,2.112,-0.00114,,,,The data point at 1123 K for 100% K2B4O7 has been advanced as recommended data.,
K2B4O7-PbO,100-84.4 K2B4O7,I1,1123,,,3.757,-0.01769,,,,The data point for 100% K2B4O7 at 1123 K has been advanced as recommended data.,
K2CO3,100,P1,1181,1283,0.5%,2.4141,-4.421E-4,,,,,
K2CO3-LiCl,0-100,P1,900,1070,,1.881,-4.34E-4,,,,"For 100% LiCl, the departures from the recommended data set are: 900 K, +0.07%, 1070 K, -0.1%.",
K2CO3-LiCl,10-90,P1,1030,1070,,1.935,-4.51E-4,,,,,
K2CO3-LiCl,20-80,P1,,,,1.987,-4.51E-4,,,,,"Bad temperature range:  ,  K."
K2CO3-LiCl,30-70,P1,1030,1070,,1.988,-4.15E-4,,,,,
K2CO3-LiCl,40-60,P1,,,,1.945,-3.43E-4,,,,,"Bad temperature range:  ,  K."
K2CO3-LiCl,50-50,P1,,,,2.033,-3.84E-4,,,,,"Bad temperature range:  ,  K."
K2CO3-LiCl,60-40,P1,1030,1070,,2.143,-4.33E-4,,,,,
K2CO3-LiCl,70-30,P1,,,,2.149,-3.73E-4,,,,,"Bad temperature range:  ,  K."
K2CO3-LiCl,80-20,P1,,,,2.315,-4.66E-4,,,,,"Bad temperature range:  ,  K."
K2CO3-LiCl,90-10,P1,1030,1070,,2.392,-4.84E-4,,,,,
K2CO3-LiF,0-100,P1,1140,1320,,2.294,-4.41E-4,,,,"For 100% LiF, the departures from the recommended data set are: 1140 K, -0.4%,1320 K, +0.1%.",
K2CO3-LiF,20-80,P1,1140,1220,,2.352,-4.76E-4,,,,,
K2CO3-LiF,30-70,P1,,,,2.328,-4.48E-4,,,,,"Bad temperature range:  ,  K."
K2CO3-LiF,40-60,P1,1140,1220,,2.423,-5.19E-4,,,,,
K2CO3-LiF,50-50,P1,,,,2.411,-4.93E-4,,,,,"Bad temperature range:  ,  K."
K2CO3-LiF,60-40,P1,1140,1220,,2.417,-5.E-4,,,,,
K2CO3-LiF,70-30,P1,,,,2.448,-5.23E-4,,,,,"Bad temperature range:  ,  K."
K2CO3-LiF,80-20,P1,,,,2.434,-5.07E-4,,,,,"Bad temperature range:  ,  K."
K2CO3-LiF,90-10,P1,1140,1220,,2.425,-4.99E-4,,,,,
K2CO3-Li2CO3,0-100,P1,1030,1130,,2.2365,-4.041E-4,,,,"For 100% Li2CO3, the departures from the recommended data set are: 1030 K, +0.4%, 1130 K, -0.06%.",
K2CO3-Li2CO3,30-70,P1,970,1150,,2.3251,-4.39E-4,,,,,
K2CO3-Li2CO3,38-62,P1,850,1210,,2.3526,-4.532E-4,,,,,
K2CO3-Li2CO3,40-60,P1,890,1150,,2.3593,-4.569E-4,,,,,
K2CO3-Li2CO3,50-50,P1,870,1150,,2.3599,-4.548E-4,,,,,
K2CO3-Li2CO3,57.3-42.7,P1,890,1190,,2.3711,-4.623E-4,,,,,
K2CO3-Li2CO3,60-40,P1,890,1150,,2.3795,-4.527E-4,,,,,
K2CO3-Li2CO3,70-30,P1,950,1170,,2.4184,-4.761E-4,,,,,
K2CO3-Li2CO3,80-20,P1,990,1170,,2.2966,-4.264E-4,,,,,
K2CO3-Li2CO3,80-20,P1,1050,1250,,2.3942,-4.385E-4,,,,,
K2CO3-Li2CO3,90-10,P1,1010,1170,,2.2687,-4.18E-4,,,,,
K2CO3-Li2CO3,90-10,P1,1130,1250,,2.4094,-4.422E-4,,,,,
K2CO3-Li2CO3,100-0,P1,1190,1250,,2.4295,-4.543E-4,,,,"For 100% K2CO3, the departures from the recommended data set are: 1190 K, +0.05%, 1250 K, +0.03%.",
K2CO3-Li2CO3-Na2CO3,25.0-43.5-31.5,P1,677,1081,1.5%,2.39115,-4.559E-4,,,,"K2C03-Li2CO3-Na2CO3 eutectic: Recommended data, shift from previous evaluation.",
K2CO3-Li2SO4,0-100,P1,1150,1220,,2.636,-5.65E-4,,,,"For 100% Li2SO4, the departures from the recommended data set are: 1150 K, -0.5%, 1220 K, -1.1%.",
K2CO3-Li2SO4,20-80,P1,860,1220,,2.416,-4.09E-4,,,,,
K2CO3-Li2SO4,40-60,P1,940,1220,,2.405,-4.23E-4,,,,,
K2CO3-Li2SO4,60-40,P1,1020,1220,,2.39,-4.27E-4,,,,,
K2CO3-Li2SO4,80-20,P1,1100,1220,,2.442,-4.7E-4,,,,,
K2CO3-Li2SO4,100-0,P1,1180,1220,,2.359,-4.E-4,,,,"For 100% K2CO3, the departures from the recommended data set are: 1180 K, -0.3%, 1220 K, -0.1%.",
K2CO3-NaCl,11.1-88.9,P1,1000,1150,,2.1786,-5.128E-4,,,,,
K2CO3-NaCl,17.6-82.4,P1,970,1123,,2.1099,-4.266E-4,,,,,
K2CO3-NaCl,25.0-75.0,P1,920,1150,,2.1906,-4.597E-4,,,,,
K2CO3-NaCl,29.0-71.0,P1,920,1150,,2.2026,-4.577E-4,,,,,
K2CO3-NaCl,33.3-66.7,P1,920,1150,,2.181,-4.15E-4,,,,,
K2CO3-NaCl,37.9-62.1,P1,920,1150,,2.0997,-3.166E-4,,,,,
K2CO3-NaCl,42.9-57.1,P1,920,1150,,2.2315,-4.254E-4,,,,,
K2CO3-NaCl,53.8-46.2,P1,923,1148,,2.3094,-4.531E-4,,,,,
K2CO3-NaCl,66.7-33.3,P1,1000,1060,,2.3815,-4.8E-4,,,,,
K2CO3-Na2CO3,0-100,P1,1140,1240,,2.4532,-4.267E-4,,,,"For 100% Na2CO3, the departures from the recommended data set are: 1140 K, -1.3%, 1240 K, -1.4%.",
K2CO3-Na2CO3,10-90,P1,1120,1240,,2.4862,-4.581E-4,,,,,
K2CO3-Na2CO3,20-80,P1,1070,1230,,2.4723,-4.52E-4,,,,,
K2CO3-Na2CO3,25-75,P1,1090,1240,,2.4614,-4.465E-4,,,,,
K2CO3-Na2CO3,30-70,P1,1070,1240,,2.4509,-4.419E-4,,,,,
K2CO3-Na2CO3,40-60,P1,1040,1230,,2.4506,-4.467E-4,,,,,
K2CO3-Na2CO3,42-58,P1,1050,1240,,2.4413,-4.406E-4,,,,,
K2CO3-Na2CO3,50-50,P1,1000,1230,,2.4359,-4.393E-4,,,,,
K2CO3-Na2CO3,60-40,P1,1020,1240,,2.4278,-4.366E-4,,,,,
K2CO3-Na2CO3,70-30,P1,1070,1260,,2.424,-4.375E-4,,,,,
K2CO3-Na2CO3,75-25,P1,1070,1260,,2.4243,-4.405E-4,,,,,
K2CO3-Na2CO3,80-20,P1,1140,1260,,2.413,-4.329E-4,,,,,
K2CO3-Na2CO3,100-0,P1,1180,1260,,2.4179,-4.419E-4,,,,,
K2CO3-Na2CO3,100-0,P1,1190,1260,,2.4295,-4.543E-4,,,,"For 100% K2CO3, the departures from the recommended data set are: 1190 K, +0.05%, 1260 K, +0.03%.",
K2CrO4,100,P1,1253,1353,,2.6328,-5.0E-4,,,,Accuracy set at +/-0.5% (comparisons with recommended values).,
K2CrO4-LiCl,0-100 LiCl,I2,1173,,,2.0519,-1.758E-3,-5.058E-5,,,"For LiCl (100%,1173K) the departure from the recommended value is -0.1%.",
K2CrO4-Li2CrO4,0-100 K2CrO4,I3,1171,,,2.1722,1.271E-3,-8.079E-5,-5.519E-7,,The agreement of the Polynomial with the measurements falls within 2%.,
K2Cr2O7,100,P1,693,808,2%,2.753,-6.95E-4,,,,,
K2Cr2O7-NaNO3,100-0 K2Cr2O7,I1,693,,,1.8612,0.004422,,,,"For 100% K2Cr2O7 and 100% NaNO3 at 693 K, the departures from the recommended data sets are, respectively, +1.3% and +1.6%.",
K2MoO4,100,P1,1204,1337,2%,3.0944,-6.082E-4,,,,,
K2MoO4-Li2MoO4,0-100,P1,1013,1145,,3.3983,-5.499E-4,,,,"For 100% Li2MoO4, the departures from the recommended data set are: 1020 K, -2.2%, 1140 K, -2.6%.",
K2MoO4-Li2MoO4,19.9-80.1,P1,960,1160,,3.297,-5.64E-4,,,,,
K2MoO4-Li2MoO4,33-67,P1,900,1080,,3.2718,-6.008E-4,,,,,
K2MoO4-Li2MoO4,39.3-60.7,P1,920,1080,,3.1998,-5.676E-4,,,,,
K2MoO4-Li2MoO4,50-50,P1,940,1080,,3.2181,-6.143E-4,,,,,
K2MoO4-Li2MoO4,53.4-46.6,P1,900,1040,,3.2911,-7.051E-4,,,,,
K2MoO4-Li2MoO4,60-40,P1,860,1080,,3.1852,-6.21E-4,,,,,
K2MoO4-Li2MoO4,79.9-20.1,P1,1073,1200,,3.0438,-5.581E-4,,,,,
K2MoO4-Li2MoO4,100-0,P1,1207,1281,,2.8854,-4.531E-4,,,,"For 100% K2MoO4, the departures from the recommended data set are: 1210 K, -0.9%, 1280 K, -0.5%.",
K2MoO4-MoO3,0-100,P1,1100,1180,,4.855,-0.0015002,,,,"For 100% MoO3, the results have been advanced as the recommended data set.",
K2MoO4-MoO3,11.37-88.63,P1,1040,1130,,4.307,-0.0011337,,,,,
K2MoO4-MoO3,18.65-81.35,P1,910,1000,,4.2357,-0.001098,,,,,
K2MoO4-MoO3,22.65-77.35,P1,930,1050,,4.1833,-0.001125,,,,,
K2MoO4-MoO3,31.46-68.54,P1,970,1060,,4.0865,-0.0011186,,,,,
K2MoO4-MoO3,39.80-60.20,P1,910,1030,,3.9381,-0.00105,,,,,
K2MoO4-MoO3,47.56-52.44,P1,860,1030,,3.67,-9.951E-4,,,,,
K2MoO4-MoO3,69.87-30.13,P1,1060,1210,,3.3588,-7.145E-4,,,,,
K2MoO4-MoO3,85.87-14.13,P1,1120,1240,,2.9583,-4.283E-4,,,,,
K2MoO4-MoO3,100-0,P1,1210,1250,,3.1339,-5.425E-4,,,,"For 100% K2MoO4, the departures from the recommended data set are: 1210 K, +5.1%, 1280 K, +5.8%.",
K2O-Zn(PO3)2,11.6-88.4,P1,1110,1380,,2.9737,-1.911E-4,,,,,
K2O-Zn(PO3)2,25.8-74.2,P1,1080,1350,,3.0305,-2.671E-4,,,,,
K2O-Zn(PO3)2,43.4-56.6,P1,1110,1350,,3.0019,-3.33E-4,,,,,
K2SO4,100,P1,1348,1411,1%,2.4697,-4.473E-4,,,,,
K2SO4-Li2CO3,0-100,P1,1020,1120,,2.131,-3.06E-4,,,,"For 100% Li2CO3, the departures from the recommended data set are: 1020 K, -0.2%, 1120 K, +0.2%.",
K2SO4-Li2CO3,20-80,P1,1190,1370,,2.301,-4.05E-4,,,,,
K2SO4-Li2CO3,40-60,P1,1030,1370,,2.401,-4.44E-4,,,,,
K2SO4-Li2CO3,60-40,P1,870,1370,,2.405,-4.15E-4,,,,,
K2SO4-Li2CO3,80-20,P1,870,1370,,2.414,-4.04E-4,,,,,
K2SO4-Li2CO3,100-0,P1,1350,1400,,2.614,-5.52E-4,,,,"For 100% K2SO4, the departures from the recommended data set are: 1350 K, +0.1%, 1400 K, -0.1%.",
K2SO4-Li2SO4,20-80,P1,860,1020,,2.455,-4.07E-4,,,,,
K2SO4-Li2SO4,50-50,P1,1080,1320,,2.467,-4.32E-4,,,,,
K2SO4-Na2SO4,0-100,P1,1176,1320,,2.5608,-4.249E-4,,,,"For 100% Na2SO4, the departures from the recommended data set are: 1180 K, +0.06%, 1320 K, +0.5%.",
K2SO4-Na2SO4,50-50,P1,1204,1360,,2.724,-6.025E-4,,,,,
K2SO4-ZnSO4,25.13-74.87,P1,800,830,,3.4372,-7.596E-4,,,,,
K2SO4-ZnSO4,29.71-70.29,P1,800,830,,3.0528,-3.595E-4,,,,,
K2SO4-ZnSO4,33.43-66.57,P1,770,830,,3.411,-8.605E-4,,,,,
K2SO4-ZnSO4,34.00-66.00,P1,770,830,,3.1214,-4.8E-4,,,,,
K2SO4-ZnSO4,35.01-64.99,P1,770,830,,3.2828,-7.199E-4,,,,,
K2SO4-ZnSO4,39.57-60.43,P1,770,830,,3.2815,-7.8E-4,,,,,
K2SO4-ZnSO4,44.58-55.42,P1,770,830,,3.053,-5.601E-4,,,,,
K2SO4-ZnSO4,48.01-51.99,P1,770,830,,3.1488,-7.203E-4,,,,,
K2SO4-ZnSO4,50.00-50.00,P1,770,830,,2.9297,-4.8E-4,,,,,
K2SO4-ZnSO4,51.74-48.26,P1,770,830,,3.0074,-6.E-4,,,,,
K2SO4-ZnSO4,57.00-43.00,P1,770,830,,2.8797,-4.8E-4,,,,,
K2WO4,100,P1,1198,1794,1.5%,4.0624,-7.484E-4,,,,,
K2WO4-Li2WO4,0-100,P1,1040,1180,,5.0527,-7.818E-4,,,,"For 100% Li2WO4, the results have been advanced as the recommended data set.",
K2WO4-Li2WO4,10-90,P1,1030,1170,,5.1048,-7.632E-4,,,,,
K2WO4-Li2WO4,19.9-80.1,P1,950,1110,,4.8683,-8.627E-4,,,,,
K2WO4-Li2WO4,30-70,P1,930,1110,,4.6792,-7.651E-4,,,,,
K2WO4-Li2WO4,40-60,P1,950,1070,,4.4983,-7.452E-4,,,,,
K2WO4-Li2WO4,50-50,P1,990,1090,,4.5201,-8.259E-4,,,,,
K2WO4-Li2WO4,54.4-45.6,P1,970,1050,,4.2709,-6.504E-4,,,,,
K2WO4-Li2WO4,60-40,P1,990,1130,,4.3951,-7.927E-4,,,,,
K2WO4-Li2WO4,68-32,P1,1010,1190,,4.3225,-7.806E-4,,,,,
K2WO4-Li2WO4,80-20,P1,1090,1190,,4.2567,-8.001E-4,,,,,
K2WO4-Li2WO4,100-0,P1,1213,1302,,4.0666,-7.581E-4,,,,"For 100% K2WO4, the departures from the recommended data set are: 1210 K, -0.23%, 1300 K, -0.26%.",
K2WO4-WO3,30-70,P1,1190,1250,,6.3152,-0.0015546,,,,,
K2WO4-WO3,42.13-57.87,P1,1040,1190,,5.9017,-0.0015197,,,,,
K2WO4-WO3,50.18-49.82,P1,940,1040,,5.7594,-0.0015622,,,,,
K2WO4-WO3,59.42-40.58,P1,950,1100,,5.3195,-0.0013339,,,,,
K2WO4-WO3,70-30,P1,1070,1160,,4.8095,-0.0010156,,,,,
K2WO4-WO3,80.11-19.89,P1,1170,1300,,4.4919,-9.071E-4,,,,,
K2WO4-WO3,89.55-10.45,P1,1190,1280,,4.308,-8.452E-4,,,,,
K2WO4-WO3,100-0,P1,1210,1320,,4.043,-7.268E-4,,,,"For 100% K2WO4, the departures from the recommended data set are: 1210 K, +0.2%, 1320 K, +0.3%.",
K2ZrF6,100,P1,1073,1253,,3.098,-7.119E-4,,,,,
K2ZrF6-NaCl,0-100,P1,1073,1173,,2.225,-6.3E-4,,,,"For 100% NaCl, the departures from the recommended data set are: 1080 K, -0.5%, 1150 K, -1.0%.",
K2ZrF6-NaCl,10-90,P1,1073,1173,,2.396,-5.8E-4,,,,,
K2ZrF6-NaCl,20-80,P1,1073,1173,,2.555,-6.101E-4,,,,,
K2ZrF6-NaCl,30-70,P1,1073,1173,,2.665,-6.101E-4,,,,,
K2ZrF6-NaCl,40-60,P1,1073,1173,,2.877,-7.301E-4,,,,,
K2ZrF6-NaCl,50-50,P1,1073,1173,,2.933,-7.2E-4,,,,,
K2ZrF6-NaCl,60-40,P1,1073,1173,,3.051,-7.701E-4,,,,,
K2ZrF6-NaCl,70-30,P1,1073,1173,,3.078,-7.602E-4,,,,,
K2ZrF6-NaCl,80-20,P1,1073,1173,,3.071,-7.301E-4,,,,,
K2ZrF6-NaCl,90-10,P1,1073,1173,,3.123,-7.501E-4,,,,,
K2ZrF6-NaCl,100-0,P1,1073,1253,,3.098,-7.119E-4,,,,"For 100% K2ZrF6, the results have been advanced as the recommended data set.",
K3AlF6,100,P1,1281,1340,1.5%,3.004651,-8.7811E-4,,,,"K3AlF6: Recommended data, shift from previous evaluation.",
K3AlF6-Li3AlF6,0-100,P1,1073,1330,,3.251,-0.001034,,,,"For 100% Li3AlF6, the departures from the recommended data set are: 1070 K, -0.16%, 1220 K, -1.6%.",
K3AlF6-Li3AlF6,10-90,P1,1220,1330,,3.1278,-9.5E-4,,,,,
K3AlF6-Li3AlF6,20-80,P1,1220,1330,,3.0528,-9.1E-4,,,,,
K3AlF6-Li3AlF6,30-70,P1,1220,1330,,3.1111,-9.7E-4,,,,,
K3AlF6-Li3AlF6,40-60,P1,1220,1330,,3.0822,-9.601E-4,,,,,
K3AlF6-Li3AlF6,50-50,P1,1220,1330,,3.1006,-9.9E-4,,,,,
K3AlF6-Li3AlF6,60-40,P1,1220,1330,,2.8505,-8.E-4,,,,,
K3AlF6-Li3AlF6,70-30,P1,1220,1330,,2.8953,-8.4E-4,,,,,
K3AlF6-Li3AlF6,80-20,P1,1220,1330,,2.6951,-6.801E-4,,,,,
K3AlF6-Li3AlF6,85-15,P1,1220,1330,,3.0049,-9.3E-4,,,,,
K3AlF6-Li3AlF6,90-10,P1,1280,1330,,3.2104,-0.0010796,,,,,
K3AlF6-Li3AlF6,100-0,P1,1273,1330,,2.7698,-7.398E-4,,,,"For 100% K3AlF6, the departures from the recommended data set are: 1280 K, +3%, 1330 K, +2.8%",
K3AlF6-Na3AlF6,0-100,P1,1273,1373,,3.3652,-9.82E-4,,,,"For 100% Na3AlF6, the departures from the recommended data set are: 1280 K, +0.9%, 1350 K, +0.8%",
K3AlF6-Na3AlF6,10-90,P1,1258.2,1280,,4.2618,-0.001806,,,,,
K3AlF6-Na3AlF6,20-80,P1,1220,1280,,4.3144,-0.001859,,,,,
K3AlF6-Na3AlF6,20.1-79.9,P1,1277,1335,,3.268377,-9.5814E-4,,,,,
K3AlF6-Na3AlF6,30-70,P1,1220,1280,,4.3133,-0.00188,,,,,
K3AlF6-Na3AlF6,40-60,P1,1220,1280,,2.0283,-1.E-4,,,,,
K3AlF6-Na3AlF6,40.2-59.8,P1,1276,1334,,3.198997,-9.4629E-4,,,,,
K3AlF6-Na3AlF6,50-50,P1,1220,1280,,4.1221,-0.001759,,,,,
K3AlF6-Na3AlF6,60-40,P1,1220,1280,,3.8968,-0.0016,,,,,
K3AlF6-Na3AlF6,60.1-39.9,P1,1274,1335,,3.153422,-9.4229E-4,,,,,
K3AlF6-Na3AlF6,70-30,P1,1223.2,1280,,3.8102,-0.001539,,,,,
K3AlF6-Na3AlF6,80-20,P1,1233.2,1280,,3.9891,-0.0017,,,,,
K3AlF6-Na3AlF6,80.0-20.0,P1,1276,1334,,3.084292,-9.135E-4,,,,,
K3AlF6-Na3AlF6,100-0,P1,1281,1340,,3.004651,-8.7811E-4,,,,"For 100% K3AlF6, the results have been advanced as the recommended data set",
LaBr3,100,P1,1069,1185,1%,5.0351,-9.6E-5,,,,,
LaCl2-LaCl3,86-14,P1,1160,1320,,4.761,-8.6E-4,,,,,
LaCl3,100,P1,1146,1246,1%,4.0895,-7.774E-4,,,,,
LaCl3-LiCl,0-100,P1,880,1060,,1.8965,-4.458E-4,,,,"For 100% LiCl, the departures from the recommended data set are: 880 K, +0.07%, 1060 K, -0.1%.",
LaCl3-LiCl,12.3-87.7,P1,1080,1170,,2.381,-4.63E-4,,,,,
LaCl3-LiCl,24.2-75.8,P1,1080,1170,,2.699,-4.55E-4,,,,,
LaCl3-LiCl,36.8-63.2,P1,1080,1170,,2.976,-4.7E-4,,,,,
LaCl3-LiCl,49.3-50.7,P1,1080,1170,,3.174,-4.68E-4,,,,,
LaCl3-LiCl,61.2-38.8,P1,1080,1170,,3.372,-5.08E-4,,,,,
LaCl3-LiCl,75.0-25.0,P1,1080,1170,,3.54,-5.23E-4,,,,,
LaCl3-LiCl,88.6-11.4,P1,1080,1170,,3.71,-5.61E-4,,,,,
LaCl3-NaCl,0.0-100.0,P1,1132,1257,,2.0876,-4.9768E-4,,,,"For 100% NaCl, the departures from the recommended data set are: 1140 K, 0.0%,1250 K, +0.3%.",
LaCl3-NaCl,4.99-95.01,P1,1106,1271,,2.2525,-5.2835E-4,,,,,
LaCl3-NaCl,13.17-86.83,P1,1180,1273,,2.7711,-7.9551E-4,,,,,
LaCl3-NaCl,20.87-79.13,P1,1088,1263,,2.7178,-5.6887E-4,,,,,
LaCl3-NaCl,33.30-66.70,P1,1154,1279,,3.1195,-6.6379E-4,,,,,
LaCl3-NaCl,45.11-54.89,P1,1136,1251,,3.2572,-6.7332E-4,,,,,
LaCl3-NaCl,55.02-44.98,P1,1121,1266,,3.2767,-5.7343E-4,,,,,
LaCl3-NaCl,70.22-29.78,P1,1132,1232,,3.6053,-6.3339E-4,,,,,
LaCl3-NaCl,84.86-15.14,P1,1128,1263,,3.8004,-6.7778E-4,,,,,
LaF3,100,P1,1750,2450,3%,5.793,-6.82E-4,,,,,
LaF3-LiF,0.0-100.0,P1,1130,1350,,2.074,-3.321E-4,,,,"For 100% LiF, the departures from the recommended data set are: 1130 K, -5.7%,1350 K, -4.3%.",
LaF3-LiF,5.0-95.0,P1,1140,1350,,2.491,-3.648E-4,,,,,
LaF3-LiF,10.0-90.0,P1,1180,1350,,2.799,-3.118E-4,,,,,
LaF3-LiF,15.0-85.0,P1,1110,1350,,3.5,-6.658E-4,,,,,
LaF3-LiF,20.0-80.0,P1,1130,1350,,3.737,-6.486E-4,,,,,
LaF3-LiF,25.0-75.0,P1,1130,1350,,3.799,-5.507E-4,,,,,
LaF3-NaF,0.0-100.0,P1,1275,1350,,2.682,-6.151E-4,,,,"For 100% NaF, the departures from the recommended data set are: 1280 K, -2.4%,1350 K, -2.3%.",
LaF3-NaF,10.0-90.0,P1,1245,1350,,3.16,-6.057E-4,,,,,
LaF3-NaF,20.0-80.0,P1,1155,1350,,3.802,-7.726E-4,,,,,
LaF3-NaF,28.0-72.0,P1,1095,1350,,4.067,-7.335E-4,,,,,
LaF3-NaF,30.0-70.0,P1,1080,1350,,4.143,-7.368E-4,,,,,
LaF3-NaF,40.0-60.0,P1,1215,1350,,4.4,-7.045E-4,,,,,
LaI3,100,P1,1125,1180,1.5%,5.4581,-0.0011109,,,,,
LiAlCl4,100,P1,420,530,1.5%,1.95522,-7.515E-4,,,,,
LiBF4,100,P1,590,670,1%,2.1331,-4.58E-4,,,,,
LiBr,100,P1,825,1012,1%,3.0658,-6.52E-4,,,,,
LiBr-LiCl,0-100,P1,980,1080,,1.896,-4.46E-4,,,,"For 100% LiCl, the departures from the recommended data set are: 980 K, 0.0%, 1080 K, -0.1%.",
LiBr-LiCl,12-88,P1,980,1080,,2.06,-4.77E-4,,,,,
LiBr-LiCl,25-75,P1,980,1080,,2.192,-4.71E-4,,,,,
LiBr-LiCl,37-63,P1,980,1080,,2.354,-5.12E-4,,,,,
LiBr-LiCl,50-50,P1,980,1080,,2.487,-5.18E-4,,,,,
LiBr-LiCl,63-37,P1,980,1080,,2.636,-5.44E-4,,,,,
LiBr-LiCl,75-25,P1,980,1080,,2.785,-5.86E-4,,,,,
LiBr-LiCl,88-12,P1,980,1080,,2.942,-6.32E-4,,,,,
LiBr-LiCl,100-0,P1,980,1080,,3.034,-6.28E-4,,,,"For 100% LiBr, the departures from the recommended data set are: 825 K, -1.3%,1080 K, -1.4%.",
LiBr-LiF,0-100,P1,1130,1280,,2.266,-4.14E-4,,,,"For 100% LiF, the departures from the recommended data set are: 1130 K, -0.2%,1260 K, +0.3%.",
LiBr-LiF,12-88,P1,880,1280,,2.439,-4.59E-4,,,,,
LiBr-LiF,25-75,P1,880,1280,,2.586,-5.09E-4,,,,,
LiBr-LiF,37-63,P1,880,1280,,2.66,-5.11E-4,,,,,
LiBr-LiF,50-50,P1,880,1280,,2.763,-5.49E-4,,,,,
LiBr-LiF,63-37,P1,880,1280,,2.821,-5.55E-4,,,,,
LiBr-LiF,75-25,P1,880,1280,,2.893,-5.78E-4,,,,,
LiBr-LiF,88-12,P1,880,1280,,2.983,-6.15E-4,,,,,
LiBr-LiF,100-0,P1,880,1280,,3.034,-6.28E-4,,,,"For 100% LiBr, the departures from the recommended data set are: 880 K, -1.0%,1280 K, -0.04%.",
